0.7063075;6.427544;0.7877159;1;3.015452;0.6106358;0.8746096;1.555812;0.8581535;0.8683424;True;False;False;False
0.8050715;8.928346;0.4885142;1;2.834898;0.6197758;0.6902058;1.674439;0.8806499;0.8453055;True;False;False;False
0.9041756;10.48487;0.1952387;1;2.680841;0.6178808;0.6344922;1.789676;0.8915551;0.8249834;True;False;False;False
1.003859;10.81503;-0.0833385;1;2.580128;0.6108027;0.6099465;1.890131;0.890883;0.8080283;True;False;False;True
1.103814;9.713943;-0.3985395;1;2.539296;0.6020365;0.6171909;1.967049;0.8780558;0.8162953;True;False;False;True
1.203254;7.712427;-0.1834392;1;2.506099;0.5920295;0.6311816;2.047254;0.8716025;0.8060114;True;False;False;False
1.302863;7.251328;0;1;2.383182;0.6069556;0.6328562;2.169742;0.877525;0.7881829;True;False;False;False
1.402814;7.251328;0;1;2.244703;0.6295231;0.6232663;2.307731;0.8584161;0.7594453;True;False;False;False
1.502712;6.298059;-0.2991768;1;2.117182;0.6407525;0.6122416;2.423234;0.8246214;0.6911219;True;False;False;True
1.601148;3.008104;-0.6133894;1;2.019541;0.6305581;0.6254433;2.517928;0.7966517;0.6968242;True;False;False;True
1.695318;358.3824;-0.4007458;1;1.915156;0.6109883;0.6399584;2.50408;0.7556726;0.7205214;True;False;False;False
1.78874;354.4764;-0.6144054;1;1.791473;0.6071504;0.6676015;2.488006;0.6864756;0.7652727;True;False;False;True
1.875834;347.7531;-0.9073605;1;1.715201;0.5781003;0.7151543;2.261425;0.6608821;0.8769411;True;False;False;True
1.950508;339.6694;-0.6771732;1;1.658834;0.57531;0.7586606;1.916863;0.6865683;0.9683148;True;False;False;False
2.022963;332.1846;-0.9263546;1;1.558304;0.6141919;0.7936465;1.611571;0.7494665;0.986167;True;False;False;True
2.081777;322.1168;-1;1;1.529724;0.6446623;0.8783751;1.370475;0.8192785;0.9749348;True;False;False;True
2.127323;311.613;-1;1;1.583142;0.6400408;1.027777;1.270591;0.9101643;0.8877103;True;False;False;True
2.167474;301.483;-0.7904295;1;1.740318;0.6206628;4.065506;1.316124;0.9434585;0.828315;True;False;False;False
2.221118;294.2293;-0.4957779;1;2.104642;0.5978765;0.7241217;1.445567;0.9009199;0.7520814;True;False;False;False
2.296771;290.076;-0.181627;1;2.168344;0.5984526;0.6850212;1.630665;0.8323569;0.6601958;True;False;False;False
2.389584;288.9877;-0.1413031;1;2.012144;0.6683034;0.6540062;1.853833;0.8025383;0.5746971;True;False;False;True
2.485373;285.7862;-0.4345258;1;2.222233;0.7214098;0.6357175;2.004847;0.6811958;0.5019169;True;False;False;True
2.571405;279.6763;-0.385891;1;3.307314;0.7312873;0.6617103;2.173653;0.5372148;0.4501471;True;False;False;False
2.657162;276.2906;-0.07242432;1;4.276509;0.7011404;0.6922925;2.338063;0.4622098;0.4097065;True;False;False;False
2.753577;276.016;0;1;4.000786;0.7189189;0.7214201;2.603312;0.418495;0.4109512;True;False;False;False
2.853196;276.016;-0.0247539;1;3.744341;0.7574953;0.7352072;2.881961;0.4187715;0.4235294;True;False;False;True
2.952169;273.8632;-0.2782386;1;4.547313;0.7656303;0.7306511;3.052544;0.4261956;0.40186;True;False;False;False
3.048057;271.6165;0;1;4.52445;0.775306;0.7504475;3.293525;0.3989868;0.386194;True;False;False;False
3.146841;270.8079;-0.2123241;1;4.422295;0.7764339;0.7742509;3.441997;0.379898;0.3788302;True;False;False;True
3.239695;266.0845;-0.2542536;1;4.553383;0.7636144;0.8153313;3.025877;0.3648906;0.4015773;True;False;False;False
3.330198;263.9214;0;1;4.288241;0.7407296;0.8030993;2.558522;0.383903;0.4342025;True;False;False;False
3.428595;263.9214;0;1;3.944084;0.7413293;0.7642207;2.855257;0.4182781;0.4730814;True;False;False;False
3.528428;263.9214;0.0227058;1;3.588603;0.7028186;0.7524514;3.233931;0.4575097;0.5166053;True;False;True;False
3.627095;266.6322;0.3403065;0.9791788;3.019258;0.6885899;0.7188623;4.99579;0.5104519;0.5328925;False;False;True;False
